#{"t_start": 1659292634.8480103, "env_id": "GripperPegInHole2DPyBulletEnv-v1"}
r,l,t
87.74185,100,46979.956016
85.386915,100,47114.202328
71.085184,100,47249.867448
90.040302,100,47385.027632
87.498891,100,47524.539016
84.009801,100,47661.793689
84.076663,100,47796.278627
82.112655,100,47932.717288
77.650659,100,48069.235742
75.414493,100,48204.454188
80.265463,100,48338.41099
76.123247,100,48473.777853
89.422629,100,48607.913122
82.311331,100,48744.188834
73.177734,100,48880.011765
70.8982,100,49015.590528
84.116215,100,49152.642763
80.139505,100,49288.053044
79.860896,100,49424.610867
85.419044,100,49559.146917
80.109979,100,49696.235102
77.33377,100,49833.95907
84.405969,100,49972.273496
88.550712,100,50107.443234
84.520665,100,50243.464637
83.817197,100,50379.440753
82.528523,100,50515.445702
86.594979,100,50652.586091
75.611507,100,50791.645308
84.325184,100,50930.552191
72.293567,100,51069.853196
84.644407,100,51212.226901
88.057876,100,51352.982703
73.083552,100,51493.662094
72.79735,100,51630.910209
85.083726,100,51768.952093
80.495183,100,51910.084615
82.015708,100,52053.013427
85.066539,100,52193.281876
73.957662,100,52337.974743
87.494359,100,52480.188988
72.036124,100,52620.832082
74.39252,100,52760.423333
74.100356,100,52902.100455
77.438009,100,53041.457888
89.706014,100,53183.416528
72.946311,100,53324.44122
87.820014,100,53470.653762
80.173582,100,53617.726259
87.834913,100,53760.447047
74.767372,100,53900.684312
88.304711,100,54042.104253
72.116387,100,54183.663578
80.307341,100,54329.686698
77.061785,100,54473.104614
84.096571,100,54617.366699
87.644077,100,54763.169819
84.297496,100,54908.565825
88.796982,100,55052.751425
87.315323,100,55195.752303
87.459175,100,55338.129997
88.804736,100,55480.290987
83.800854,100,55622.804923
75.321436,100,55768.993507
86.729505,100,55913.396597
78.664685,100,56056.816685
77.588007,100,56205.795199
84.882302,100,56350.639868
80.938985,100,56495.062967
86.884856,100,56639.185723
87.728508,100,56783.610067
71.246265,100,56929.921679
72.708793,100,57078.91765
84.375357,100,57225.701247
79.297089,100,57372.933234
79.592535,100,57522.94198
78.915213,100,57675.307374
77.639483,100,57823.104564
72.703274,100,57974.291832
87.470865,100,58124.622671
80.200842,100,58270.539097
84.723176,100,58413.98451
72.452817,100,58558.655828
88.611943,100,58705.281426
77.429759,100,58850.798084
84.763529,100,58995.689183
86.685106,100,59141.649099
72.748256,100,59289.649327
69.879082,100,59440.60851
70.914867,100,59588.775318
80.728801,100,59734.796238
79.585569,100,59885.891638
83.346421,100,60035.208691
80.983444,100,60182.482356
-9.03799,100,60329.706035
13.768223,100,60475.196388
52.389038,100,60629.003026
62.99599,100,60779.679892
72.923439,100,60930.857974
48.23958,100,61080.692966
60.95481,100,61237.054023
69.181754,100,61393.076394
80.62797,100,61541.475969
73.174199,100,61689.232641
75.66507,100,61841.617528
75.877338,100,61995.174024
78.261679,100,62148.994787
72.611859,100,62303.244601
80.839952,100,62456.775533
81.076642,100,62611.260125
83.725847,100,62768.751475
83.569251,100,62925.992917
47.651085,100,63082.479587
86.028091,100,63237.821667
75.739772,100,63392.214277
82.682476,100,63544.729159
82.93673,100,63699.622217
-48.165641,100,63858.313827
-10.006776,100,64012.7098
89.966827,100,64166.639751
82.143467,100,64319.332642
73.33436,100,64471.122363
75.005536,100,64624.22996
77.380936,100,64776.667107
87.697975,100,64927.130054
83.658278,100,65083.38092
78.58172,100,65239.147331
75.034804,100,65393.569745
84.056774,100,65546.363097
77.825446,100,65699.642872
87.172762,100,65853.818608
87.211215,100,66006.511365
87.907762,100,66158.482343
80.724655,100,66311.553827
88.491794,100,66465.134231
83.43477,100,66622.743665
80.495796,100,66782.627009
75.191746,100,66945.929596
72.011002,100,67109.405428
65.934316,100,67268.558946
71.421176,100,67426.87799
72.272316,100,67585.783184
65.826643,100,67746.766905
70.305384,100,67906.384931
78.48817,100,68064.765206
64.643423,100,68223.962863
84.252338,100,68385.69205
82.633471,100,68545.950752
80.327798,100,68708.402426
76.808147,100,68874.193084
82.077159,100,69037.453955
87.022118,100,69199.461207
71.748129,100,69363.09194
69.363926,100,69522.781756
83.923745,100,69684.540173
81.754915,100,69847.350866
85.135449,100,70007.304801
83.071939,100,70164.741975
88.626027,100,70325.266391
85.592984,100,70483.081537
75.245099,100,70643.133859
81.094443,100,70804.161507
86.419734,100,70964.36922
81.337862,100,71123.624982
87.633445,100,71284.70253
84.38589,100,71445.875022
80.8869,100,71605.086346
84.772228,100,71765.00357
80.968938,100,71926.372633
74.592045,100,72085.505531
70.08321,100,72246.97652
70.953598,100,72411.968337
69.5394,100,72577.972702
70.900518,100,72738.919617
78.263507,100,72898.955303
73.79146,100,73062.076317
86.460114,100,73223.127319
84.598686,100,73385.444617
84.848716,100,73546.756953
83.315522,100,73709.91535
72.549019,100,73872.668376
87.355275,100,74037.108336
69.990264,100,74202.614891
84.797454,100,74366.979977
76.592934,100,74534.338938
81.368849,100,74702.963534
85.513092,100,74869.430393
70.075913,100,75035.656739
78.700457,100,75203.223984
84.521196,100,75370.242142
84.944846,100,75536.253069
82.121868,100,75704.816303
88.127123,100,75870.27485
76.570134,100,76035.677276
81.484043,100,76201.703393
81.335713,100,76369.39334
80.88202,100,76537.051852
75.175468,100,76704.358415
85.056308,100,76872.755301
85.719068,100,77039.24422
71.802422,100,77208.674109
81.718312,100,77377.881854
80.783704,100,77550.460564
83.32924,100,77719.386335
87.794641,100,77889.439136
79.030307,100,78059.333961
74.275562,100,78228.861411
72.339785,100,78396.391055
79.755503,100,78565.612145
86.507019,100,78735.182468
89.22297,100,78904.883723
77.99107,100,79074.97017
89.022005,100,79245.219201
88.101104,100,79414.288701
81.114535,100,79584.464599
82.91629,100,79756.097712
79.152566,100,79927.269315
80.105948,100,80098.677522
85.570645,100,80269.852468
81.455256,100,80440.645599
76.109582,100,80611.291569
84.553412,100,80781.248347
83.967862,100,80951.939874
87.164987,100,81122.63523
85.631958,100,81293.666663
89.32374,100,81465.285688
87.921441,100,81636.911081
85.518828,100,81807.396625
81.032914,100,81978.148996
81.171944,100,82149.20474
73.94285,100,82319.09118
85.895221,100,82489.447665
78.960997,100,82659.478114
82.332006,100,82829.235735
85.130523,100,83002.740636
87.808614,100,83175.980351
87.214005,100,83346.538287
88.376725,100,83519.108696
87.274853,100,83690.53126
88.040423,100,83864.586526
76.224582,100,84039.256079
83.072675,100,84213.304215
85.862495,100,84386.366744
78.157055,100,84560.71786
80.865415,100,84735.159318
82.677811,100,84907.492347
77.200542,100,85082.244769
74.715776,100,85256.766444
86.11169,100,85431.282677
84.311797,100,85606.085006
88.425573,100,85782.153428
88.608072,100,85958.353424
89.66525,100,86135.257332
82.185426,100,86312.422717
84.878693,100,86489.264345
85.7368,100,86666.727566
88.188173,100,86843.235511
79.973449,100,87020.484769
87.005331,100,87199.081423
80.191703,100,87376.261818
84.38664,100,87554.478212
84.746251,100,87734.063187
85.391985,100,87912.505691
74.791349,100,88093.787212
78.176189,100,88272.075984
75.514769,100,88450.766223
85.037331,100,88630.278539
83.035478,100,88809.05836
84.481628,100,88988.181218
86.875658,100,89167.217745
80.755791,100,89346.851698
77.980537,100,89525.126902
74.277592,100,89704.534507
68.416694,100,89886.952744
81.366026,100,90069.461334
88.008292,100,90250.72645
85.094727,100,90432.78915
84.575546,100,90613.650554
87.117968,100,90794.062091
83.024438,100,90975.631243
80.204781,100,91158.177904
83.503567,100,91339.825141
83.96051,100,91523.071868
83.95027,100,91709.098161
79.932947,100,91892.807721
84.971949,100,92076.376162
77.156582,100,92265.361209
90.153715,100,92453.59222
85.017786,100,92636.359494
85.143748,100,92819.705689
86.754505,100,93005.181894
-112.56824,100,93188.575084
